dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1959-07-01,24.619,0.347,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-08-01,24.17,0.388,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-09-01,24.977,0.284,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-10-01,26.007,0.273,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-11-01,26.908,0.19,Abidjan,Côte D'Ivoire,5.63N,3.23W
1959-12-01,26.589,0.435,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-01-01,26.815,0.395,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-02-01,28.24,0.249,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-03-01,27.764,0.211,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-04-01,27.057,0.162,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-05-01,27.003,0.274,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-06-01,25.473,0.315,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-07-01,24.706,0.4,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-08-01,24.444,0.557,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-09-01,25.295,0.33,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-10-01,25.87,0.342,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-11-01,26.999,0.242,Abidjan,Côte D'Ivoire,5.63N,3.23W
1960-12-01,26.7,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-01-01,26.932,0.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-02-01,27.983,0.272,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-03-01,28.589,0.42,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-04-01,27.249,0.408,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-05-01,27.273,0.282,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-06-01,25.496,0.39,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-07-01,24.429,0.421,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-08-01,23.586,0.269,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-09-01,24.559,0.144,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-10-01,25.96,0.303,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-11-01,26.672,0.19,Abidjan,Côte D'Ivoire,5.63N,3.23W
1961-12-01,26.305,0.38,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-01-01,27.277,0.356,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-02-01,28.111,0.266,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-03-01,27.768,0.371,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-04-01,27.326,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-05-01,26.659,0.212,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-06-01,24.912,0.558,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-07-01,24.805,0.298,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-08-01,23.948,0.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-09-01,24.765,0.307,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-10-01,25.754,0.238,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-11-01,26.434,0.229,Abidjan,Côte D'Ivoire,5.63N,3.23W
1962-12-01,26.462,0.53,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-01-01,26.995,0.499,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-02-01,27.826,0.232,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-03-01,27.952,0.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-04-01,27.572,0.241,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-05-01,26.976,0.346,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-06-01,25.79,0.203,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-07-01,24.864,0.387,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-08-01,25.217,0.253,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-09-01,25.905,0.316,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-10-01,25.839,0.292,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-11-01,26.91,0.542,Abidjan,Côte D'Ivoire,5.63N,3.23W
1963-12-01,26.777,0.306,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-01-01,26.551,0.505,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-02-01,28.374,0.22,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-03-01,28.338,0.168,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-04-01,27.461,0.291,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-05-01,26.394,0.276,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-06-01,25.125,0.351,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-07-01,24.257,0.386,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-08-01,23.84,0.484,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-09-01,24.365,0.196,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-10-01,24.965,0.313,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-11-01,26.03,0.237,Abidjan,Côte D'Ivoire,5.63N,3.23W
1964-12-01,25.82,0.231,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-01-01,26.098,0.223,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-02-01,27.218,0.43,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-03-01,27.97,0.333,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-04-01,27.068,0.222,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-05-01,26.634,0.372,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-06-01,25.138,0.441,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-07-01,24.164,0.701,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-08-01,24.103,0.282,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-09-01,24.645,0.235,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-10-01,25.672,0.239,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-11-01,26.796,0.411,Abidjan,Côte D'Ivoire,5.63N,3.23W
1965-12-01,26.185,0.377,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-01-01,26.77,0.619,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-02-01,27.935,0.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-03-01,28.328,0.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-04-01,27.449,0.295,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-05-01,27.206,0.308,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-06-01,25.493,0.222,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-07-01,25.316,0.353,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-08-01,24.466,0.274,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-09-01,24.717,0.32,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-10-01,25.901,0.302,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-11-01,26.937,0.277,Abidjan,Côte D'Ivoire,5.63N,3.23W
1966-12-01,26.853,0.17,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-01-01,26.344,0.159,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-02-01,28.053,0.289,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-03-01,27.84,0.238,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-04-01,27.39,0.3,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-05-01,26.973,0.261,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-06-01,25.25,0.336,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-07-01,24.112,0.454,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-08-01,23.69,0.454,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-09-01,24.508,0.367,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-10-01,25.363,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-11-01,26.761,0.41,Abidjan,Côte D'Ivoire,5.63N,3.23W
1967-12-01,26.33,0.223,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-01-01,26.308,0.244,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-02-01,27.591,0.415,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-03-01,27.704,0.16,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-04-01,27.171,0.306,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-05-01,26.676,0.177,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-06-01,25.383,0.325,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-07-01,25.069,0.263,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-08-01,25.116,0.273,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-09-01,25.173,0.258,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-10-01,26.008,0.184,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-11-01,26.527,0.361,Abidjan,Côte D'Ivoire,5.63N,3.23W
1968-12-01,26.729,0.22,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-01-01,27.069,0.173,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-02-01,28.625,0.295,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-03-01,28.602,0.248,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-04-01,28.115,0.208,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-05-01,27.5,0.178,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-06-01,25.665,0.525,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-07-01,24.613,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-08-01,24.368,0.302,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-09-01,24.821,0.426,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-10-01,25.513,0.5,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-11-01,26.616,0.275,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-12-01,27.042,0.168,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-01-01,27.183,0.247,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-02-01,28.436,0.27,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-03-01,28.4,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-04-01,27.9,0.176,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-05-01,26.901,0.255,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-06-01,25.86,0.291,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-07-01,24.608,0.2,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-08-01,24.396,0.175,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-09-01,24.978,0.176,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-10-01,26.183,0.166,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-11-01,26.677,0.407,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-12-01,26.61,0.16,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-01-01,26.67,0.195,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-02-01,27.822,0.178,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-03-01,27.911,0.204,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-04-01,27.507,0.148,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-05-01,26.915,0.11,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-06-01,25.272,0.199,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-07-01,24.674,0.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-08-01,23.873,0.382,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-09-01,24.567,0.4,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-10-01,25.625,0.213,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-11-01,26.592,0.324,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-12-01,25.828,0.237,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-01-01,26.851,0.361,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-02-01,27.779,0.229,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-03-01,27.75,0.284,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-04-01,27.206,0.225,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-05-01,26.765,0.204,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-06-01,25.485,0.275,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-07-01,24.735,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-08-01,23.895,0.339,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-09-01,24.805,0.334,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-10-01,26.117,0.24,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-11-01,27.051,0.185,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-12-01,26.954,0.291,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-01-01,27.437,0.374,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-02-01,29.019,0.298,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-03-01,28.821,0.33,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-04-01,28.215,0.243,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-05-01,27.401,0.292,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-06-01,25.746,0.205,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-07-01,25.203,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-08-01,24.806,0.344,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-09-01,25.161,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-10-01,26.095,0.322,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-11-01,27.192,0.247,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-12-01,26.544,0.261,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-01-01,26.382,0.247,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-02-01,27.959,0.163,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-03-01,28.023,0.315,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-04-01,27.541,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-05-01,26.809,0.173,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-06-01,25.542,0.199,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-07-01,24.667,0.257,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-08-01,24.719,0.337,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-09-01,24.64,0.519,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-10-01,25.611,0.388,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-11-01,26.628,0.43,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-12-01,26.025,0.213,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-01-01,26.5,0.181,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-02-01,27.84,0.242,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-03-01,28.012,0.211,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-04-01,27.262,0.229,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-05-01,26.773,0.239,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-06-01,25.604,0.221,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-07-01,24.647,0.373,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-08-01,23.942,0.318,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-09-01,24.586,0.516,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-10-01,25.455,0.563,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-11-01,26.545,0.241,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-12-01,26.255,0.309,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-01-01,26.57,0.264,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-02-01,27.329,0.337,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-03-01,27.908,0.208,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-04-01,27.265,0.206,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-05-01,26.339,0.567,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-06-01,24.726,0.273,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-07-01,24.194,0.422,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-08-01,23.839,0.385,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-09-01,24.566,0.442,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-10-01,24.919,0.162,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-11-01,26.073,0.393,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-12-01,26.375,0.348,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-01-01,26.838,0.433,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-02-01,28.267,0.352,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-03-01,28.584,0.393,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-04-01,28.219,0.44,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-05-01,27.144,0.238,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-06-01,25.468,0.23,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-07-01,24.629,0.262,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-08-01,24.016,0.39,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-09-01,25.04,0.621,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-10-01,25.875,0.335,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-11-01,26.863,0.149,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-12-01,25.86,0.215,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-01-01,27.416,0.418,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-02-01,28.134,0.343,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-03-01,27.741,0.302,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-04-01,27.08,0.327,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-05-01,26.694,0.204,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-06-01,25.018,0.305,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-07-01,23.946,0.279,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-08-01,24.22,0.355,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-09-01,24.847,0.324,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-10-01,25.579,0.255,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-11-01,26.578,0.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-12-01,26.69,0.293,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-01-01,27.582,0.195,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-02-01,28.378,0.392,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-03-01,28.736,0.232,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-04-01,28.065,0.311,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-05-01,26.81,0.32,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-06-01,25.596,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-07-01,24.935,0.197,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-08-01,24.97,0.326,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-09-01,25.437,0.406,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-10-01,26.196,0.18,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-11-01,26.906,0.161,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-12-01,26.377,0.514,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-01-01,27.409,0.497,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-02-01,28.192,0.358,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-03-01,28.303,0.43,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-04-01,28.284,0.223,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-05-01,26.709,0.383,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-06-01,25.913,0.295,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-07-01,24.707,0.423,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-08-01,24.806,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-09-01,25.249,0.23,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-10-01,25.839,0.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-11-01,26.493,0.427,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-12-01,25.745,0.263,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-01-01,26.387,0.33,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-02-01,28.083,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-03-01,28.129,0.32,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-04-01,27.907,0.201,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-05-01,26.606,0.141,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-06-01,26.039,0.391,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-07-01,24.129,0.415,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-08-01,24.358,0.258,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-09-01,24.999,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-10-01,26.141,0.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-11-01,27.048,0.381,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-12-01,27.279,0.318,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-01-01,26.79,0.287,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-02-01,28.3,0.694,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-03-01,27.744,0.553,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-04-01,27.593,0.212,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-05-01,26.479,0.288,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-06-01,25.3,0.303,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-07-01,24.272,0.382,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-08-01,23.71,0.241,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-09-01,24.858,0.369,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-10-01,25.789,0.232,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-11-01,26.637,0.495,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-12-01,26.583,0.414,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-01-01,26.041,0.643,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-02-01,28.671,0.528,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-03-01,29.355,0.421,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-04-01,28.625,0.416,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-05-01,27.408,0.272,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-06-01,25.296,0.286,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-07-01,24.597,0.383,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-08-01,24.612,0.347,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-09-01,25.135,0.197,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-10-01,26.362,0.406,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-11-01,27.129,0.459,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-12-01,26.724,0.498,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-01-01,27.405,0.374,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-02-01,28.495,0.425,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-03-01,28.547,0.336,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-04-01,27.816,0.31,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-05-01,27.07,0.263,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-06-01,25.97,0.676,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-07-01,24.819,0.442,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-08-01,25.01,0.245,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-09-01,25.12,0.215,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-10-01,25.932,0.574,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-11-01,27.175,0.262,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-12-01,26.262,0.228,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-01-01,26.884,0.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-02-01,27.964,0.205,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-03-01,28.18,0.249,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-04-01,27.828,0.312,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-05-01,26.839,0.317,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-06-01,25.546,0.488,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-07-01,24.482,0.235,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-08-01,24.579,0.226,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-09-01,24.676,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-10-01,25.99,0.377,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-11-01,26.856,0.513,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-12-01,25.729,0.532,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-01-01,26.593,0.464,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-02-01,28.177,0.553,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-03-01,27.991,0.564,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-04-01,28.157,0.372,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-05-01,27.41,0.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-06-01,25.813,0.347,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-07-01,24.515,0.388,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-08-01,24.327,0.427,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-09-01,24.994,0.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-10-01,25.35,0.266,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-11-01,26.593,0.325,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-12-01,26.325,0.295,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-01-01,27.718,0.331,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-02-01,28.385,0.544,Abidjan,Côte D'Ivoire,5.63N,3.23W
