dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1950-05-01,19.045,0.396,Addis Abeba,Ethiopia,8.84N,38.11E
1950-06-01,17.039,1.28,Addis Abeba,Ethiopia,8.84N,38.11E
1950-07-01,15.518,0.317,Addis Abeba,Ethiopia,8.84N,38.11E
1950-08-01,15.595,0.334,Addis Abeba,Ethiopia,8.84N,38.11E
1950-09-01,16.404,1.157,Addis Abeba,Ethiopia,8.84N,38.11E
1950-10-01,16.229,0.369,Addis Abeba,Ethiopia,8.84N,38.11E
1950-11-01,15.599,1.499,Addis Abeba,Ethiopia,8.84N,38.11E
1950-12-01,15.924,1.204,Addis Abeba,Ethiopia,8.84N,38.11E
1951-01-01,17.438,1.534,Addis Abeba,Ethiopia,8.84N,38.11E
1951-02-01,18.42,1.69,Addis Abeba,Ethiopia,8.84N,38.11E
1951-03-01,18.994,0.579,Addis Abeba,Ethiopia,8.84N,38.11E
1951-04-01,18.423,0.387,Addis Abeba,Ethiopia,8.84N,38.11E
1951-05-01,18.832,0.651,Addis Abeba,Ethiopia,8.84N,38.11E
1951-06-01,17.734,0.57,Addis Abeba,Ethiopia,8.84N,38.11E
1951-07-01,15.936,1.443,Addis Abeba,Ethiopia,8.84N,38.11E
1951-08-01,16.055,1.402,Addis Abeba,Ethiopia,8.84N,38.11E
1951-09-01,16.073,2.512,Addis Abeba,Ethiopia,8.84N,38.11E
1951-10-01,17.079,0.496,Addis Abeba,Ethiopia,8.84N,38.11E
1951-11-01,17.182,1.182,Addis Abeba,Ethiopia,8.84N,38.11E
1951-12-01,16.6,1.811,Addis Abeba,Ethiopia,8.84N,38.11E
1952-01-01,18.351,1.543,Addis Abeba,Ethiopia,8.84N,38.11E
1952-02-01,19.285,1.317,Addis Abeba,Ethiopia,8.84N,38.11E
1952-03-01,20.144,0.957,Addis Abeba,Ethiopia,8.84N,38.11E
1952-04-01,18.433,1.768,Addis Abeba,Ethiopia,8.84N,38.11E
1952-05-01,19.684,1.149,Addis Abeba,Ethiopia,8.84N,38.11E
1952-06-01,17.613,1.933,Addis Abeba,Ethiopia,8.84N,38.11E
1952-07-01,15.759,1.656,Addis Abeba,Ethiopia,8.84N,38.11E
1952-08-01,15.777,1.726,Addis Abeba,Ethiopia,8.84N,38.11E
1952-09-01,16.972,0.892,Addis Abeba,Ethiopia,8.84N,38.11E
1952-10-01,16.752,1.765,Addis Abeba,Ethiopia,8.84N,38.11E
1952-11-01,17.295,0.986,Addis Abeba,Ethiopia,8.84N,38.11E
1952-12-01,17.389,1.122,Addis Abeba,Ethiopia,8.84N,38.11E
1953-01-01,18.081,1.376,Addis Abeba,Ethiopia,8.84N,38.11E
1953-02-01,18.668,0.856,Addis Abeba,Ethiopia,8.84N,38.11E
1953-03-01,19.59,1.046,Addis Abeba,Ethiopia,8.84N,38.11E
1953-04-01,18.784,0.414,Addis Abeba,Ethiopia,8.84N,38.11E
1953-05-01,19.182,0.697,Addis Abeba,Ethiopia,8.84N,38.11E
1953-06-01,18.015,0.791,Addis Abeba,Ethiopia,8.84N,38.11E
1953-07-01,15.727,1.04,Addis Abeba,Ethiopia,8.84N,38.11E
1953-08-01,16.248,0.791,Addis Abeba,Ethiopia,8.84N,38.11E
1953-09-01,17.606,0.854,Addis Abeba,Ethiopia,8.84N,38.11E
1953-10-01,17.044,0.689,Addis Abeba,Ethiopia,8.84N,38.11E
1953-11-01,17.527,0.926,Addis Abeba,Ethiopia,8.84N,38.11E
1953-12-01,17.069,1.207,Addis Abeba,Ethiopia,8.84N,38.11E
1954-01-01,17.475,1.805,Addis Abeba,Ethiopia,8.84N,38.11E
1954-02-01,19.1,1.318,Addis Abeba,Ethiopia,8.84N,38.11E
1954-03-01,19.498,0.643,Addis Abeba,Ethiopia,8.84N,38.11E
1954-04-01,19.629,0.867,Addis Abeba,Ethiopia,8.84N,38.11E
1954-05-01,19.228,0.729,Addis Abeba,Ethiopia,8.84N,38.11E
1954-06-01,17.505,1.033,Addis Abeba,Ethiopia,8.84N,38.11E
1954-07-01,15.438,0.804,Addis Abeba,Ethiopia,8.84N,38.11E
1954-08-01,15.8,0.595,Addis Abeba,Ethiopia,8.84N,38.11E
1954-09-01,17.137,0.5,Addis Abeba,Ethiopia,8.84N,38.11E
1954-10-01,16.171,1.376,Addis Abeba,Ethiopia,8.84N,38.11E
1954-11-01,16.717,0.774,Addis Abeba,Ethiopia,8.84N,38.11E
1954-12-01,16.439,0.908,Addis Abeba,Ethiopia,8.84N,38.11E
1955-01-01,17.036,0.481,Addis Abeba,Ethiopia,8.84N,38.11E
1955-02-01,17.746,1.05,Addis Abeba,Ethiopia,8.84N,38.11E
1955-03-01,19.495,0.809,Addis Abeba,Ethiopia,8.84N,38.11E
1955-04-01,18.983,0.435,Addis Abeba,Ethiopia,8.84N,38.11E
1955-05-01,19.492,1.525,Addis Abeba,Ethiopia,8.84N,38.11E
1955-06-01,17.788,1.29,Addis Abeba,Ethiopia,8.84N,38.11E
1955-07-01,16.399,1.115,Addis Abeba,Ethiopia,8.84N,38.11E
1955-08-01,15.864,0.848,Addis Abeba,Ethiopia,8.84N,38.11E
1955-09-01,17.153,1.014,Addis Abeba,Ethiopia,8.84N,38.11E
1955-10-01,16.962,0.281,Addis Abeba,Ethiopia,8.84N,38.11E
1955-11-01,16.988,0.647,Addis Abeba,Ethiopia,8.84N,38.11E
1955-12-01,16.753,0.928,Addis Abeba,Ethiopia,8.84N,38.11E
1956-01-01,16.325,0.772,Addis Abeba,Ethiopia,8.84N,38.11E
1956-02-01,18.044,0.65,Addis Abeba,Ethiopia,8.84N,38.11E
1956-03-01,19.882,0.559,Addis Abeba,Ethiopia,8.84N,38.11E
1956-04-01,18.614,0.492,Addis Abeba,Ethiopia,8.84N,38.11E
1956-05-01,18.892,0.332,Addis Abeba,Ethiopia,8.84N,38.11E
1956-06-01,17.223,0.815,Addis Abeba,Ethiopia,8.84N,38.11E
1956-07-01,15.611,0.683,Addis Abeba,Ethiopia,8.84N,38.11E
1956-08-01,16.22,0.962,Addis Abeba,Ethiopia,8.84N,38.11E
1956-09-01,16.549,0.522,Addis Abeba,Ethiopia,8.84N,38.11E
1956-10-01,16.374,0.485,Addis Abeba,Ethiopia,8.84N,38.11E
1956-11-01,15.523,0.279,Addis Abeba,Ethiopia,8.84N,38.11E
1956-12-01,16.339,1.169,Addis Abeba,Ethiopia,8.84N,38.11E
1957-01-01,17.076,0.793,Addis Abeba,Ethiopia,8.84N,38.11E
1957-02-01,17.438,0.434,Addis Abeba,Ethiopia,8.84N,38.11E
1957-03-01,17.867,0.545,Addis Abeba,Ethiopia,8.84N,38.11E
1957-04-01,18.316,0.449,Addis Abeba,Ethiopia,8.84N,38.11E
1957-05-01,18.469,0.25,Addis Abeba,Ethiopia,8.84N,38.11E
1957-06-01,17.469,0.937,Addis Abeba,Ethiopia,8.84N,38.11E
1957-07-01,16.292,1.107,Addis Abeba,Ethiopia,8.84N,38.11E
1957-08-01,16.442,1.011,Addis Abeba,Ethiopia,8.84N,38.11E
1957-09-01,17.464,0.677,Addis Abeba,Ethiopia,8.84N,38.11E
1957-10-01,17.502,0.49,Addis Abeba,Ethiopia,8.84N,38.11E
1957-11-01,17.572,0.706,Addis Abeba,Ethiopia,8.84N,38.11E
1957-12-01,17.145,1.09,Addis Abeba,Ethiopia,8.84N,38.11E
1958-01-01,17.916,0.759,Addis Abeba,Ethiopia,8.84N,38.11E
1958-02-01,17.977,0.781,Addis Abeba,Ethiopia,8.84N,38.11E
1958-03-01,19.916,0.554,Addis Abeba,Ethiopia,8.84N,38.11E
1958-04-01,19.775,0.386,Addis Abeba,Ethiopia,8.84N,38.11E
1958-05-01,19.948,0.279,Addis Abeba,Ethiopia,8.84N,38.11E
1958-06-01,17.765,0.561,Addis Abeba,Ethiopia,8.84N,38.11E
1958-07-01,16.17,0.592,Addis Abeba,Ethiopia,8.84N,38.11E
1958-08-01,16.387,0.716,Addis Abeba,Ethiopia,8.84N,38.11E
1958-09-01,17.177,0.445,Addis Abeba,Ethiopia,8.84N,38.11E
1958-10-01,17.081,0.858,Addis Abeba,Ethiopia,8.84N,38.11E
1958-11-01,16.856,0.219,Addis Abeba,Ethiopia,8.84N,38.11E
1958-12-01,17.084,0.657,Addis Abeba,Ethiopia,8.84N,38.11E
1959-01-01,17.82,0.508,Addis Abeba,Ethiopia,8.84N,38.11E
1959-02-01,18.492,0.366,Addis Abeba,Ethiopia,8.84N,38.11E
1959-03-01,19.113,0.604,Addis Abeba,Ethiopia,8.84N,38.11E
1959-04-01,20.143,0.84,Addis Abeba,Ethiopia,8.84N,38.11E
1959-05-01,19.885,1.037,Addis Abeba,Ethiopia,8.84N,38.11E
1959-06-01,18.157,0.875,Addis Abeba,Ethiopia,8.84N,38.11E
1959-07-01,16.342,0.62,Addis Abeba,Ethiopia,8.84N,38.11E
1959-08-01,16.021,0.547,Addis Abeba,Ethiopia,8.84N,38.11E
1959-09-01,16.986,0.435,Addis Abeba,Ethiopia,8.84N,38.11E
1959-10-01,17.142,0.431,Addis Abeba,Ethiopia,8.84N,38.11E
1959-11-01,16.766,0.37,Addis Abeba,Ethiopia,8.84N,38.11E
1959-12-01,16.467,0.75,Addis Abeba,Ethiopia,8.84N,38.11E
1960-01-01,16.669,0.512,Addis Abeba,Ethiopia,8.84N,38.11E
1960-02-01,18.185,0.793,Addis Abeba,Ethiopia,8.84N,38.11E
1960-03-01,18.836,0.443,Addis Abeba,Ethiopia,8.84N,38.11E
1960-04-01,19.223,0.484,Addis Abeba,Ethiopia,8.84N,38.11E
1960-05-01,18.855,0.574,Addis Abeba,Ethiopia,8.84N,38.11E
1960-06-01,17.557,1.095,Addis Abeba,Ethiopia,8.84N,38.11E
1960-07-01,16.29,0.56,Addis Abeba,Ethiopia,8.84N,38.11E
1960-08-01,16.399,0.375,Addis Abeba,Ethiopia,8.84N,38.11E
1960-09-01,16.893,0.482,Addis Abeba,Ethiopia,8.84N,38.11E
1960-10-01,16.517,0.349,Addis Abeba,Ethiopia,8.84N,38.11E
1960-11-01,16.716,0.4,Addis Abeba,Ethiopia,8.84N,38.11E
1960-12-01,17.003,1.454,Addis Abeba,Ethiopia,8.84N,38.11E
1961-01-01,17.525,0.915,Addis Abeba,Ethiopia,8.84N,38.11E
1961-02-01,18.204,0.846,Addis Abeba,Ethiopia,8.84N,38.11E
1961-03-01,18.979,0.867,Addis Abeba,Ethiopia,8.84N,38.11E
1961-04-01,18.794,0.858,Addis Abeba,Ethiopia,8.84N,38.11E
1961-05-01,19.568,1.147,Addis Abeba,Ethiopia,8.84N,38.11E
1961-06-01,17.529,0.589,Addis Abeba,Ethiopia,8.84N,38.11E
1961-07-01,15.824,0.723,Addis Abeba,Ethiopia,8.84N,38.11E
1961-08-01,15.824,0.627,Addis Abeba,Ethiopia,8.84N,38.11E
1961-09-01,16.46,0.84,Addis Abeba,Ethiopia,8.84N,38.11E
1961-10-01,16.328,0.739,Addis Abeba,Ethiopia,8.84N,38.11E
1961-11-01,16.527,0.727,Addis Abeba,Ethiopia,8.84N,38.11E
1961-12-01,16.074,0.589,Addis Abeba,Ethiopia,8.84N,38.11E
1962-01-01,16.364,0.963,Addis Abeba,Ethiopia,8.84N,38.11E
1962-02-01,17.476,0.692,Addis Abeba,Ethiopia,8.84N,38.11E
1962-03-01,18.587,0.812,Addis Abeba,Ethiopia,8.84N,38.11E
1962-04-01,19.454,0.519,Addis Abeba,Ethiopia,8.84N,38.11E
1962-05-01,19.174,0.93,Addis Abeba,Ethiopia,8.84N,38.11E
1962-06-01,17.676,0.868,Addis Abeba,Ethiopia,8.84N,38.11E
1962-07-01,16.431,1.021,Addis Abeba,Ethiopia,8.84N,38.11E
1962-08-01,16.104,0.881,Addis Abeba,Ethiopia,8.84N,38.11E
1962-09-01,16.786,1.126,Addis Abeba,Ethiopia,8.84N,38.11E
1962-10-01,16.293,0.895,Addis Abeba,Ethiopia,8.84N,38.11E
1962-11-01,16.853,0.444,Addis Abeba,Ethiopia,8.84N,38.11E
1962-12-01,17.431,0.814,Addis Abeba,Ethiopia,8.84N,38.11E
1963-01-01,16.997,0.366,Addis Abeba,Ethiopia,8.84N,38.11E
1963-02-01,18.652,0.407,Addis Abeba,Ethiopia,8.84N,38.11E
1963-03-01,19.511,0.192,Addis Abeba,Ethiopia,8.84N,38.11E
1963-04-01,18.534,0.439,Addis Abeba,Ethiopia,8.84N,38.11E
1963-05-01,18.878,1.1,Addis Abeba,Ethiopia,8.84N,38.11E
1963-06-01,17.71,0.384,Addis Abeba,Ethiopia,8.84N,38.11E
1963-07-01,16.523,0.537,Addis Abeba,Ethiopia,8.84N,38.11E
1963-08-01,16.792,0.503,Addis Abeba,Ethiopia,8.84N,38.11E
1963-09-01,17.252,0.345,Addis Abeba,Ethiopia,8.84N,38.11E
1963-10-01,17.345,0.336,Addis Abeba,Ethiopia,8.84N,38.11E
1963-11-01,17.406,0.574,Addis Abeba,Ethiopia,8.84N,38.11E
1963-12-01,16.757,0.284,Addis Abeba,Ethiopia,8.84N,38.11E
1964-01-01,17.792,0.606,Addis Abeba,Ethiopia,8.84N,38.11E
1964-02-01,19.273,0.496,Addis Abeba,Ethiopia,8.84N,38.11E
1964-03-01,20.3,0.692,Addis Abeba,Ethiopia,8.84N,38.11E
1964-04-01,19.065,0.384,Addis Abeba,Ethiopia,8.84N,38.11E
1964-05-01,18.647,0.529,Addis Abeba,Ethiopia,8.84N,38.11E
1964-06-01,17.389,0.577,Addis Abeba,Ethiopia,8.84N,38.11E
1964-07-01,16.256,0.565,Addis Abeba,Ethiopia,8.84N,38.11E
1964-08-01,16.108,0.323,Addis Abeba,Ethiopia,8.84N,38.11E
1964-09-01,16.695,0.405,Addis Abeba,Ethiopia,8.84N,38.11E
1964-10-01,16.307,0.505,Addis Abeba,Ethiopia,8.84N,38.11E
1964-11-01,16.159,0.217,Addis Abeba,Ethiopia,8.84N,38.11E
1964-12-01,15.485,0.692,Addis Abeba,Ethiopia,8.84N,38.11E
1965-01-01,16.712,0.449,Addis Abeba,Ethiopia,8.84N,38.11E
1965-02-01,17.576,0.418,Addis Abeba,Ethiopia,8.84N,38.11E
1965-03-01,18.997,0.371,Addis Abeba,Ethiopia,8.84N,38.11E
1965-04-01,18.618,0.488,Addis Abeba,Ethiopia,8.84N,38.11E
1965-05-01,19.494,0.253,Addis Abeba,Ethiopia,8.84N,38.11E
1965-06-01,18.324,0.618,Addis Abeba,Ethiopia,8.84N,38.11E
1965-07-01,16.886,0.337,Addis Abeba,Ethiopia,8.84N,38.11E
1965-08-01,16.625,0.332,Addis Abeba,Ethiopia,8.84N,38.11E
1965-09-01,17.171,0.204,Addis Abeba,Ethiopia,8.84N,38.11E
1965-10-01,16.711,0.273,Addis Abeba,Ethiopia,8.84N,38.11E
1965-11-01,16.778,0.381,Addis Abeba,Ethiopia,8.84N,38.11E
1965-12-01,16.437,0.3,Addis Abeba,Ethiopia,8.84N,38.11E
1966-01-01,17.311,0.79,Addis Abeba,Ethiopia,8.84N,38.11E
1966-02-01,18.019,0.853,Addis Abeba,Ethiopia,8.84N,38.11E
1966-03-01,18.659,0.596,Addis Abeba,Ethiopia,8.84N,38.11E
1966-04-01,18.795,0.234,Addis Abeba,Ethiopia,8.84N,38.11E
1966-05-01,19.348,0.31,Addis Abeba,Ethiopia,8.84N,38.11E
1966-06-01,17.837,0.462,Addis Abeba,Ethiopia,8.84N,38.11E
1966-07-01,17.307,0.726,Addis Abeba,Ethiopia,8.84N,38.11E
1966-08-01,16.7,0.287,Addis Abeba,Ethiopia,8.84N,38.11E
1966-09-01,17.013,0.579,Addis Abeba,Ethiopia,8.84N,38.11E
1966-10-01,17.048,0.447,Addis Abeba,Ethiopia,8.84N,38.11E
1966-11-01,16.426,0.712,Addis Abeba,Ethiopia,8.84N,38.11E
1966-12-01,15.769,0.778,Addis Abeba,Ethiopia,8.84N,38.11E
1967-01-01,16.146,1.074,Addis Abeba,Ethiopia,8.84N,38.11E
1967-02-01,18.521,0.261,Addis Abeba,Ethiopia,8.84N,38.11E
1967-03-01,19.3,0.437,Addis Abeba,Ethiopia,8.84N,38.11E
1967-04-01,18.781,0.301,Addis Abeba,Ethiopia,8.84N,38.11E
1967-05-01,18.489,0.464,Addis Abeba,Ethiopia,8.84N,38.11E
1967-06-01,17.728,0.243,Addis Abeba,Ethiopia,8.84N,38.11E
1967-07-01,16.187,0.696,Addis Abeba,Ethiopia,8.84N,38.11E
1967-08-01,15.925,0.363,Addis Abeba,Ethiopia,8.84N,38.11E
1967-09-01,16.882,0.313,Addis Abeba,Ethiopia,8.84N,38.11E
1967-10-01,16.341,0.404,Addis Abeba,Ethiopia,8.84N,38.11E
1967-11-01,16.568,0.694,Addis Abeba,Ethiopia,8.84N,38.11E
1967-12-01,14.98,0.465,Addis Abeba,Ethiopia,8.84N,38.11E
1968-01-01,16.707,0.663,Addis Abeba,Ethiopia,8.84N,38.11E
1968-02-01,16.831,0.564,Addis Abeba,Ethiopia,8.84N,38.11E
1968-03-01,18.06,0.576,Addis Abeba,Ethiopia,8.84N,38.11E
1968-04-01,18.061,0.473,Addis Abeba,Ethiopia,8.84N,38.11E
1968-05-01,18.812,0.406,Addis Abeba,Ethiopia,8.84N,38.11E
1968-06-01,17.499,0.614,Addis Abeba,Ethiopia,8.84N,38.11E
1968-07-01,16.476,0.282,Addis Abeba,Ethiopia,8.84N,38.11E
1968-08-01,16.587,0.372,Addis Abeba,Ethiopia,8.84N,38.11E
1968-09-01,17.051,0.352,Addis Abeba,Ethiopia,8.84N,38.11E
1968-10-01,17.045,0.363,Addis Abeba,Ethiopia,8.84N,38.11E
1968-11-01,16.382,0.503,Addis Abeba,Ethiopia,8.84N,38.11E
1968-12-01,16.507,0.458,Addis Abeba,Ethiopia,8.84N,38.11E
1969-01-01,17.634,0.609,Addis Abeba,Ethiopia,8.84N,38.11E
1969-02-01,17.394,0.555,Addis Abeba,Ethiopia,8.84N,38.11E
1969-03-01,18.677,0.475,Addis Abeba,Ethiopia,8.84N,38.11E
1969-04-01,19.062,0.209,Addis Abeba,Ethiopia,8.84N,38.11E
1969-05-01,19.193,0.412,Addis Abeba,Ethiopia,8.84N,38.11E
1969-06-01,17.814,0.163,Addis Abeba,Ethiopia,8.84N,38.11E
1969-07-01,16.837,0.637,Addis Abeba,Ethiopia,8.84N,38.11E
1969-08-01,16.674,0.501,Addis Abeba,Ethiopia,8.84N,38.11E
1969-09-01,17.436,0.308,Addis Abeba,Ethiopia,8.84N,38.11E
1969-10-01,17.234,0.429,Addis Abeba,Ethiopia,8.84N,38.11E
1969-11-01,16.905,0.532,Addis Abeba,Ethiopia,8.84N,38.11E
1969-12-01,16.827,0.754,Addis Abeba,Ethiopia,8.84N,38.11E
1970-01-01,17.53,0.366,Addis Abeba,Ethiopia,8.84N,38.11E
1970-02-01,18.792,0.418,Addis Abeba,Ethiopia,8.84N,38.11E
1970-03-01,18.718,0.312,Addis Abeba,Ethiopia,8.84N,38.11E
1970-04-01,19.497,0.285,Addis Abeba,Ethiopia,8.84N,38.11E
1970-05-01,19.796,0.466,Addis Abeba,Ethiopia,8.84N,38.11E
1970-06-01,18.572,0.314,Addis Abeba,Ethiopia,8.84N,38.11E
1970-07-01,17.021,0.414,Addis Abeba,Ethiopia,8.84N,38.11E
1970-08-01,16.142,0.392,Addis Abeba,Ethiopia,8.84N,38.11E
1970-09-01,17.05,0.139,Addis Abeba,Ethiopia,8.84N,38.11E
1970-10-01,17.152,0.411,Addis Abeba,Ethiopia,8.84N,38.11E
1970-11-01,15.79,0.536,Addis Abeba,Ethiopia,8.84N,38.11E
1970-12-01,15.504,0.417,Addis Abeba,Ethiopia,8.84N,38.11E
1971-01-01,16.716,0.312,Addis Abeba,Ethiopia,8.84N,38.11E
1971-02-01,17.971,0.476,Addis Abeba,Ethiopia,8.84N,38.11E
1971-03-01,18.858,0.272,Addis Abeba,Ethiopia,8.84N,38.11E
1971-04-01,19.246,0.281,Addis Abeba,Ethiopia,8.84N,38.11E
1971-05-01,18.602,0.336,Addis Abeba,Ethiopia,8.84N,38.11E
1971-06-01,17.607,0.191,Addis Abeba,Ethiopia,8.84N,38.11E
1971-07-01,16.683,0.313,Addis Abeba,Ethiopia,8.84N,38.11E
1971-08-01,16.44,0.258,Addis Abeba,Ethiopia,8.84N,38.11E
1971-09-01,16.895,0.291,Addis Abeba,Ethiopia,8.84N,38.11E
1971-10-01,16.651,0.447,Addis Abeba,Ethiopia,8.84N,38.11E
1971-11-01,15.926,0.264,Addis Abeba,Ethiopia,8.84N,38.11E
1971-12-01,15.094,0.357,Addis Abeba,Ethiopia,8.84N,38.11E
1972-01-01,16.942,0.44,Addis Abeba,Ethiopia,8.84N,38.11E
1972-02-01,17.293,0.362,Addis Abeba,Ethiopia,8.84N,38.11E
1972-03-01,18.818,0.742,Addis Abeba,Ethiopia,8.84N,38.11E
1972-04-01,18.604,0.443,Addis Abeba,Ethiopia,8.84N,38.11E
1972-05-01,18.757,0.527,Addis Abeba,Ethiopia,8.84N,38.11E
1972-06-01,17.764,0.526,Addis Abeba,Ethiopia,8.84N,38.11E
1972-07-01,17.187,0.44,Addis Abeba,Ethiopia,8.84N,38.11E
1972-08-01,17.044,0.279,Addis Abeba,Ethiopia,8.84N,38.11E
1972-09-01,17.253,0.375,Addis Abeba,Ethiopia,8.84N,38.11E
1972-10-01,17.28,0.441,Addis Abeba,Ethiopia,8.84N,38.11E
1972-11-01,16.984,0.447,Addis Abeba,Ethiopia,8.84N,38.11E
1972-12-01,17.015,0.355,Addis Abeba,Ethiopia,8.84N,38.11E
1973-01-01,17.866,0.374,Addis Abeba,Ethiopia,8.84N,38.11E
1973-02-01,19.398,1.104,Addis Abeba,Ethiopia,8.84N,38.11E
1973-03-01,20.826,0.552,Addis Abeba,Ethiopia,8.84N,38.11E
1973-04-01,20.987,0.451,Addis Abeba,Ethiopia,8.84N,38.11E
1973-05-01,19.021,0.494,Addis Abeba,Ethiopia,8.84N,38.11E
1973-06-01,18.159,0.281,Addis Abeba,Ethiopia,8.84N,38.11E
1973-07-01,17,0.361,Addis Abeba,Ethiopia,8.84N,38.11E
1973-08-01,16.606,0.218,Addis Abeba,Ethiopia,8.84N,38.11E
1973-09-01,17.145,0.166,Addis Abeba,Ethiopia,8.84N,38.11E
1973-10-01,16.55,0.467,Addis Abeba,Ethiopia,8.84N,38.11E
1973-11-01,16.37,0.72,Addis Abeba,Ethiopia,8.84N,38.11E
1973-12-01,15.183,0.782,Addis Abeba,Ethiopia,8.84N,38.11E
1974-01-01,16.92,0.53,Addis Abeba,Ethiopia,8.84N,38.11E
1974-02-01,18.351,0.633,Addis Abeba,Ethiopia,8.84N,38.11E
1974-03-01,18.014,0.262,Addis Abeba,Ethiopia,8.84N,38.11E
1974-04-01,19.501,0.5,Addis Abeba,Ethiopia,8.84N,38.11E
1974-05-01,18.48,0.536,Addis Abeba,Ethiopia,8.84N,38.11E
1974-06-01,17.464,0.327,Addis Abeba,Ethiopia,8.84N,38.11E
1974-07-01,16.406,0.513,Addis Abeba,Ethiopia,8.84N,38.11E
1974-08-01,16.754,0.322,Addis Abeba,Ethiopia,8.84N,38.11E
1974-09-01,16.603,0.277,Addis Abeba,Ethiopia,8.84N,38.11E
1974-10-01,16.899,0.31,Addis Abeba,Ethiopia,8.84N,38.11E
1974-11-01,15.402,0.592,Addis Abeba,Ethiopia,8.84N,38.11E
1974-12-01,15.699,0.704,Addis Abeba,Ethiopia,8.84N,38.11E
1975-01-01,16.592,0.411,Addis Abeba,Ethiopia,8.84N,38.11E
1975-02-01,18.014,0.641,Addis Abeba,Ethiopia,8.84N,38.11E
1975-03-01,19.605,0.436,Addis Abeba,Ethiopia,8.84N,38.11E
1975-04-01,19.112,0.182,Addis Abeba,Ethiopia,8.84N,38.11E
1975-05-01,19.166,0.258,Addis Abeba,Ethiopia,8.84N,38.11E
1975-06-01,17.505,0.155,Addis Abeba,Ethiopia,8.84N,38.11E
1975-07-01,16.456,0.397,Addis Abeba,Ethiopia,8.84N,38.11E
1975-08-01,16.375,0.509,Addis Abeba,Ethiopia,8.84N,38.11E
1975-09-01,16.805,0.373,Addis Abeba,Ethiopia,8.84N,38.11E
1975-10-01,16.411,0.261,Addis Abeba,Ethiopia,8.84N,38.11E
1975-11-01,15.876,0.361,Addis Abeba,Ethiopia,8.84N,38.11E
1975-12-01,15.585,0.502,Addis Abeba,Ethiopia,8.84N,38.11E
1976-01-01,16.568,0.461,Addis Abeba,Ethiopia,8.84N,38.11E
1976-02-01,18.52,0.252,Addis Abeba,Ethiopia,8.84N,38.11E
1976-03-01,19.175,0.311,Addis Abeba,Ethiopia,8.84N,38.11E
1976-04-01,18.715,0.333,Addis Abeba,Ethiopia,8.84N,38.11E
1976-05-01,18.217,0.581,Addis Abeba,Ethiopia,8.84N,38.11E
1976-06-01,17.621,0.321,Addis Abeba,Ethiopia,8.84N,38.11E
1976-07-01,16.802,0.596,Addis Abeba,Ethiopia,8.84N,38.11E
1976-08-01,16.618,0.507,Addis Abeba,Ethiopia,8.84N,38.11E
1976-09-01,17.238,0.319,Addis Abeba,Ethiopia,8.84N,38.11E
1976-10-01,17.466,0.361,Addis Abeba,Ethiopia,8.84N,38.11E
1976-11-01,16.475,0.206,Addis Abeba,Ethiopia,8.84N,38.11E
1976-12-01,16.599,0.559,Addis Abeba,Ethiopia,8.84N,38.11E
1977-01-01,17.163,0.317,Addis Abeba,Ethiopia,8.84N,38.11E
1977-02-01,17.672,0.399,Addis Abeba,Ethiopia,8.84N,38.11E
1977-03-01,18.964,0.493,Addis Abeba,Ethiopia,8.84N,38.11E
1977-04-01,19.393,0.307,Addis Abeba,Ethiopia,8.84N,38.11E
1977-05-01,18.967,0.419,Addis Abeba,Ethiopia,8.84N,38.11E
1977-06-01,17.771,0.191,Addis Abeba,Ethiopia,8.84N,38.11E
1977-07-01,16.946,0.298,Addis Abeba,Ethiopia,8.84N,38.11E
1977-08-01,16.969,0.243,Addis Abeba,Ethiopia,8.84N,38.11E
1977-09-01,17.218,0.18,Addis Abeba,Ethiopia,8.84N,38.11E
1977-10-01,17.444,0.548,Addis Abeba,Ethiopia,8.84N,38.11E
1977-11-01,16.344,0.261,Addis Abeba,Ethiopia,8.84N,38.11E
1977-12-01,16.208,0.298,Addis Abeba,Ethiopia,8.84N,38.11E
1978-01-01,16.756,0.692,Addis Abeba,Ethiopia,8.84N,38.11E
1978-02-01,18.226,0.351,Addis Abeba,Ethiopia,8.84N,38.11E
1978-03-01,19.15,0.428,Addis Abeba,Ethiopia,8.84N,38.11E
1978-04-01,19.545,0.55,Addis Abeba,Ethiopia,8.84N,38.11E
1978-05-01,18.853,0.498,Addis Abeba,Ethiopia,8.84N,38.11E
1978-06-01,17.997,0.266,Addis Abeba,Ethiopia,8.84N,38.11E
1978-07-01,16.57,0.525,Addis Abeba,Ethiopia,8.84N,38.11E
1978-08-01,17.026,0.531,Addis Abeba,Ethiopia,8.84N,38.11E
1978-09-01,16.899,0.411,Addis Abeba,Ethiopia,8.84N,38.11E
1978-10-01,16.839,0.213,Addis Abeba,Ethiopia,8.84N,38.11E
1978-11-01,15.966,0.653,Addis Abeba,Ethiopia,8.84N,38.11E
1978-12-01,16.713,0.767,Addis Abeba,Ethiopia,8.84N,38.11E
1979-01-01,16.892,0.471,Addis Abeba,Ethiopia,8.84N,38.11E
1979-02-01,18.234,0.275,Addis Abeba,Ethiopia,8.84N,38.11E
1979-03-01,19.235,0.359,Addis Abeba,Ethiopia,8.84N,38.11E
1979-04-01,19.343,0.504,Addis Abeba,Ethiopia,8.84N,38.11E
1979-05-01,19.123,0.247,Addis Abeba,Ethiopia,8.84N,38.11E
